Chave_Produto;Codigo_Produto;Nome_Produto;Sub_Categoria;Categoria_Produto;Cor;Tamanho;Linha_Produto;Modelo_Produto;Descricao_Produto;Status_Produto
503;FR-T67U-54;LL Touring Frame - Blue, 54;Touring Frames;Componentes;Azul;54;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
504;FR-T67U-58;LL Touring Frame - Blue, 58;Touring Frames;Componentes;Azul;58;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
505;FR-T67U-62;LL Touring Frame - Blue, 62;Touring Frames;Componentes;Azul;62;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
506;FR-T67Y-44;LL Touring Frame - Yellow, 44;Touring Frames;Componentes;Amarelo;44;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
507;FR-T67Y-50;LL Touring Frame - Yellow, 50;Touring Frames;Componentes;Amarelo;50;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
508;FR-T67Y-54;LL Touring Frame - Yellow, 54;Touring Frames;Componentes;Amarelo;54;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
509;FR-T67Y-58;LL Touring Frame - Yellow, 58;Touring Frames;Componentes;Amarelo;58;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
510;FR-T67U-44;LL Touring Frame - Blue, 44;Touring Frames;Componentes;Azul;44;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
511;FR-M63S-40;ML Mountain Frame-W - Silver, 40;Mountain Frames;Componentes;Prata;40;M ;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Atualizado
512;FR-M63S-42;ML Mountain Frame-W - Silver, 42;Mountain Frames;Componentes;Prata;42;M ;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Atualizado
513;FR-M63S-46;ML Mountain Frame-W - Silver, 46;Mountain Frames;Componentes;Prata;46;M ;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Atualizado
514;RB-9231;Rear Brakes;Brakes;Componentes;Prata;NULL;NULL;Rear Brakes;NULL;Atualizado
515;SE-M236;LL Mountain Seat/Saddle;Saddles;Componentes;NA;NULL;M ;LL Mountain Seat/Saddle 2;Synthetic leather. Features gel for increased comfort.;Atualizado
516;SE-M798;ML Mountain Seat/Saddle;Saddles;Componentes;NA;NULL;M ;ML Mountain Seat/Saddle 2;Designed to absorb shock.;Atualizado
517;SE-M940;HL Mountain Seat/Saddle;Saddles;Componentes;NA;NULL;M ;HL Mountain Seat/Saddle 2;Anatomic design for a full-day of riding in comfort. Durable leather.;Atualizado
518;SE-R581;LL Road Seat/Saddle;Saddles;Componentes;NA;NULL;R ;LL Road Seat/Saddle 1;Lightweight foam-padded saddle.;Atualizado
519;SE-R908;ML Road Seat/Saddle;Saddles;Componentes;NA;NULL;T ;ML Road Seat/Saddle 2;Rubber bumpers absorb bumps.;Atualizado
520;SE-R995;HL Road Seat/Saddle;Saddles;Componentes;NA;NULL;R ;HL Road Seat/Saddle 2;Lightweight kevlar racing saddle. Leather.;Atualizado
521;SE-T312;LL Touring Seat/Saddle;Saddles;Componentes;NA;NULL;T ;LL Touring Seat/Saddle;Comfortable, ergonomically shaped gel saddle.;Atualizado
522;SE-T762;ML Touring Seat/Saddle;Saddles;Componentes;NA;NULL;T ;ML Touring Seat/Saddle;New design relieves pressure for long rides.;Atualizado
523;SE-T924;HL Touring Seat/Saddle;Saddles;Componentes;NA;NULL;T ;HL Touring Seat/Saddle;Cut-out shell for a more comfortable ride.;Atualizado
524;FR-M21S-42;LL Mountain Frame - Silver, 42;Mountain Frames;Componentes;Prata;42;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
525;FR-M21S-44;LL Mountain Frame - Silver, 44;Mountain Frames;Componentes;Prata;44;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
526;FR-M21S-48;LL Mountain Frame - Silver, 48;Mountain Frames;Componentes;Prata;48;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
527;FR-M21S-52;LL Mountain Frame - Silver, 52;Mountain Frames;Componentes;Prata;52;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
528;TT-M928;Mountain Tire Tube;Tires and Tubes;Acessorios;NA;NULL;M ;Mountain Tire Tube;Self-sealing tube.;Atualizado
529;TT-R982;Road Tire Tube;Tires and Tubes;Acessorios;NA;NULL;R ;Road Tire Tube;Conventional all-purpose tube.;Atualizado
530;TT-T092;Touring Tire Tube;Tires and Tubes;Acessorios;NA;NULL;T ;Touring Tire Tube;General purpose tube.;Atualizado
531;FR-M21B-42;LL Mountain Frame - Black, 42;Mountain Frames;Componentes;Preto;42;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
532;FR-M21B-44;LL Mountain Frame - Black, 44;Mountain Frames;Componentes;Preto;44;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
533;FR-M21B-48;LL Mountain Frame - Black, 48;Mountain Frames;Componentes;Preto;48;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
534;FR-M21B-52;LL Mountain Frame - Black, 52;Mountain Frames;Componentes;Preto;52;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
535;TI-M267;LL Mountain Tire;Tires and Tubes;Acessorios;NA;NULL;M ;LL Mountain Tire;Comparible traction, less expensive wire bead casing.;Atualizado
536;TI-M602;ML Mountain Tire;Tires and Tubes;Acessorios;NA;NULL;M ;ML Mountain Tire;Great traction, high-density rubber.;Atualizado
537;TI-M823;HL Mountain Tire;Tires and Tubes;Acessorios;NA;NULL;M ;HL Mountain Tire;Incredible traction, lightweight carbon reinforced.;Atualizado
538;TI-R092;LL Road Tire;Tires and Tubes;Acessorios;NA;NULL;R ;LL Road Tire;Same great treads as more expensive tire with a less expensive wire bead casing.;Atualizado
539;TI-R628;ML Road Tire;Tires and Tubes;Acessorios;NA;NULL;R ;ML Road Tire;Higher density rubber.;Atualizado
540;TI-R982;HL Road Tire;Tires and Tubes;Acessorios;NA;NULL;R ;HL Road Tire;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;Atualizado
541;TI-T723;Touring Tire;Tires and Tubes;Acessorios;NA;NULL;T ;Touring Tire;High-density rubber.;Atualizado
542;PD-M282;LL Mountain Pedal;Pedals;Componentes;Prata/Preto;NULL;M ;LL Mountain Pedal;"Expanded platform so you can ride in any shoes; great for all-around riding.";Atualizado
543;PD-M340;ML Mountain Pedal;Pedals;Componentes;Prata/Preto;NULL;M ;ML Mountain Pedal;Lightweight, durable, clipless pedal with adjustable tension.;Atualizado
544;PD-M562;HL Mountain Pedal;Pedals;Componentes;Prata/Preto;NULL;M ;HL Mountain Pedal;"Stainless steel; designed to shed mud easily.";Atualizado
545;PD-R347;LL Road Pedal;Pedals;Componentes;Prata/Preto;NULL;R ;LL Road Pedal;Clipless pedals - aluminum.;Atualizado
546;PD-R563;ML Road Pedal;Pedals;Componentes;Prata/Preto;NULL;R ;ML Road Pedal;Lightweight aluminum alloy construction.;Atualizado
547;PD-R853;HL Road Pedal;Pedals;Componentes;Prata/Preto;NULL;R ;HL Road Pedal;Top-of-the-line clipless pedals with adjustable tension.;Atualizado
548;PD-T852;Touring Pedal;Pedals;Componentes;Prata/Preto;NULL;T ;Touring Pedal;A stable pedal for all-day riding.;Atualizado
549;FR-M63S-38;ML Mountain Frame-W - Silver, 38;Mountain Frames;Componentes;Prata;38;M ;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Atualizado
550;FR-M21B-40;LL Mountain Frame - Black, 40;Mountain Frames;Componentes;Preto;40;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
551;FR-M21S-40;LL Mountain Frame - Silver, 40;Mountain Frames;Componentes;Prata;40;M ;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Atualizado
552;FD-2342;Front Derailleur;Derailleurs;Componentes;Prata;NULL;NULL;Front Derailleur;Wide-link design.;Atualizado
553;HB-T721;LL Touring Handlebars;Handlebars;Componentes;NA;NULL;T ;LL Touring Handlebars;Unique shape reduces fatigue for entry level riders.;Atualizado
554;HB-T928;HL Touring Handlebars;Handlebars;Componentes;NA;NULL;T ;HL Touring Handlebars;A light yet stiff aluminum bar for long distance riding.;Atualizado
555;FB-9873;Front Brakes;Brakes;Componentes;Prata;NULL;NULL;Front Brakes;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";Atualizado
556;CS-4759;LL Crankset;Cranksets;Componentes;Preto;NULL;NULL;LL Crankset;Super rigid spindle.;Atualizado
557;CS-6583;ML Crankset;Cranksets;Componentes;Preto;NULL;NULL;ML Crankset;High-strength crank arm.;Atualizado
558;CS-9183;HL Crankset;Cranksets;Componentes;Preto;NULL;NULL;HL Crankset;"Triple crankset; alumunim crank arm; flawless shifting.";Atualizado
559;CH-0234;Chain;Chains;Componentes;Prata;NULL;NULL;Chain;Superior shifting performance.;Atualizado
560;BK-T44U-60;Touring-2000 Blue, 60;Touring Bikes;Bicicletas;Azul;60;T ;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Atualizado
561;BK-T79Y-46;Touring-1000 Yellow, 46;Touring Bikes;Bicicletas;Amarelo;46;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
562;BK-T79Y-50;Touring-1000 Yellow, 50;Touring Bikes;Bicicletas;Amarelo;50;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
563;BK-T79Y-54;Touring-1000 Yellow, 54;Touring Bikes;Bicicletas;Amarelo;54;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
564;BK-T79Y-60;Touring-1000 Yellow, 60;Touring Bikes;Bicicletas;Amarelo;60;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
565;BK-T18U-54;Touring-3000 Blue, 54;Touring Bikes;Bicicletas;Azul;54;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
566;BK-T18U-58;Touring-3000 Blue, 58;Touring Bikes;Bicicletas;Azul;58;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
567;BK-T18U-62;Touring-3000 Blue, 62;Touring Bikes;Bicicletas;Azul;62;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
568;BK-T18Y-44;Touring-3000 Yellow, 44;Touring Bikes;Bicicletas;Amarelo;44;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
569;BK-T18Y-50;Touring-3000 Yellow, 50;Touring Bikes;Bicicletas;Amarelo;50;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
570;BK-T18Y-54;Touring-3000 Yellow, 54;Touring Bikes;Bicicletas;Amarelo;54;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
571;BK-T18Y-58;Touring-3000 Yellow, 58;Touring Bikes;Bicicletas;Amarelo;58;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
572;BK-T18Y-62;Touring-3000 Yellow, 62;Touring Bikes;Bicicletas;Amarelo;62;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
573;BK-T79U-46;Touring-1000 Blue, 46;Touring Bikes;Bicicletas;Azul;46;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
574;BK-T79U-50;Touring-1000 Blue, 50;Touring Bikes;Bicicletas;Azul;50;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
575;BK-T79U-54;Touring-1000 Blue, 54;Touring Bikes;Bicicletas;Azul;54;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
576;BK-T79U-60;Touring-1000 Blue, 60;Touring Bikes;Bicicletas;Azul;60;T ;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Atualizado
577;BK-T44U-46;Touring-2000 Blue, 46;Touring Bikes;Bicicletas;Azul;46;T ;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Atualizado
578;BK-T44U-50;Touring-2000 Blue, 50;Touring Bikes;Bicicletas;Azul;50;T ;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Atualizado
579;BK-T44U-54;Touring-2000 Blue, 54;Touring Bikes;Bicicletas;Azul;54;T ;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Atualizado
580;BK-R79Y-40;Road-350-W Yellow, 40;Road Bikes;Bicicletas;Amarelo;40;R ;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Atualizado
581;BK-R79Y-42;Road-350-W Yellow, 42;Road Bikes;Bicicletas;Amarelo;42;R ;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Atualizado
582;BK-R79Y-44;Road-350-W Yellow, 44;Road Bikes;Bicicletas;Amarelo;44;R ;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Atualizado
583;BK-R79Y-48;Road-350-W Yellow, 48;Road Bikes;Bicicletas;Amarelo;48;R ;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Atualizado
584;BK-R19B-58;Road-750 Black, 58;Road Bikes;Bicicletas;Preto;58;R ;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Atualizado
585;BK-T18U-44;Touring-3000 Blue, 44;Touring Bikes;Bicicletas;Azul;44;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
586;BK-T18U-50;Touring-3000 Blue, 50;Touring Bikes;Bicicletas;Azul;50;T ;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Atualizado
587;BK-M38S-38;Mountain-400-W Silver, 38;Mountain Bikes;Bicicletas;Prata;38;M ;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Atualizado
588;BK-M38S-40;Mountain-400-W Silver, 40;Mountain Bikes;Bicicletas;Prata;40;M ;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Atualizado
589;BK-M38S-42;Mountain-400-W Silver, 42;Mountain Bikes;Bicicletas;Prata;42;M ;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Atualizado
590;BK-M38S-46;Mountain-400-W Silver, 46;Mountain Bikes;Bicicletas;Prata;46;M ;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Atualizado
591;BK-M18S-40;Mountain-500 Silver, 40;Mountain Bikes;Bicicletas;Prata;40;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
592;BK-M18S-42;Mountain-500 Silver, 42;Mountain Bikes;Bicicletas;Prata;42;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
593;BK-M18S-44;Mountain-500 Silver, 44;Mountain Bikes;Bicicletas;Prata;44;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
594;BK-M18S-48;Mountain-500 Silver, 48;Mountain Bikes;Bicicletas;Prata;48;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
595;BK-M18S-52;Mountain-500 Silver, 52;Mountain Bikes;Bicicletas;Prata;52;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
596;BK-M18B-40;Mountain-500 Black, 40;Mountain Bikes;Bicicletas;Preto;40;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
597;BK-M18B-42;Mountain-500 Black, 42;Mountain Bikes;Bicicletas;Preto;42;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
598;BK-M18B-44;Mountain-500 Black, 44;Mountain Bikes;Bicicletas;Preto;44;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
599;BK-M18B-48;Mountain-500 Black, 48;Mountain Bikes;Bicicletas;Preto;48;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
600;BK-M18B-52;Mountain-500 Black, 52;Mountain Bikes;Bicicletas;Preto;52;M ;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Atualizado
601;BB-7421;LL Bottom Bracket;Bottom Brackets;Componentes;NA;NULL;NULL;LL Bottom Bracket;Chromoly steel.;Atualizado
602;BB-8107;ML Bottom Bracket;Bottom Brackets;Componentes;NA;NULL;NULL;ML Bottom Bracket;"Aluminum alloy cups; large diameter spindle.";Atualizado
603;BB-9108;HL Bottom Bracket;Bottom Brackets;Componentes;NA;NULL;NULL;HL Bottom Bracket;Aluminum alloy cups and a hollow axle.;Atualizado
604;BK-R19B-44;Road-750 Black, 44;Road Bikes;Bicicletas;Preto;44;R ;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Atualizado
605;BK-R19B-48;Road-750 Black, 48;Road Bikes;Bicicletas;Preto;48;R ;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Atualizado
606;BK-R19B-52;Road-750 Black, 52;Road Bikes;Bicicletas;Preto;52;R ;Road-750;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";Atualizado
